Year,Geography,Geography Type,Indicator,Value,Value Type
2021,Haywood,County,All Benzodiazepines,418,Rate
2021,Haywood,County,Alprazolam,217,Rate
2021,Haywood,County,Clonazepam,75,Rate
2021,Haywood,County,Diazepam,34,Rate
2021,Haywood,County,Lorazepam,50,Rate
2021,Haywood,County,All Opioids for Pain,693,Rate
2021,Haywood,County,Hydrocodone,365,Rate
2021,Haywood,County,Oxycodone,135,Rate
2021,Haywood,County,Tramadol,134,Rate
2021,Henderson,County,All Benzodiazepines,19543,Count
2021,Henderson,County,Alprazolam,11172,Count
2021,Henderson,County,Clonazepam,3817,Count
2021,Henderson,County,Diazepam,1259,Count
2021,Henderson,County,Lorazepam,2408,Count
2021,Henderson,County,All Opioids for Pain,25514,Count
2021,Henderson,County,Hydrocodone,12274,Count
2021,Henderson,County,Oxycodone,5306,Count
2021,Henderson,County,Tramadol,5049,Count
2021,Henderson,County,All Benzodiazepines,3185,Patients
2021,Henderson,County,Alprazolam,1857,Patients
2021,Henderson,County,Clonazepam,555,Patients
2021,Henderson,County,Diazepam,384,Patients
2021,Henderson,County,Lorazepam,471,Patients
2021,Henderson,County,All Opioids for Pain,6903,Patients
2021,Henderson,County,Hydrocodone,4166,Patients
2021,Henderson,County,Oxycodone,1402,Patients
2021,Henderson,County,Tramadol,1793,Patients
2021,Henderson,County,All Benzodiazepines,699,Rate
2021,Henderson,County,Alprazolam,400,Rate
2021,Henderson,County,Clonazepam,137,Rate
2021,Henderson,County,Diazepam,45,Rate
2021,Henderson,County,Lorazepam,86,Rate
2021,Henderson,County,All Opioids for Pain,913,Rate
2021,Henderson,County,Hydrocodone,439,Rate
2021,Henderson,County,Oxycodone,190,Rate
2021,Henderson,County,Tramadol,181,Rate
2021,Henry,County,All Benzodiazepines,19419,Count
2021,Henry,County,Alprazolam,9246,Count
2021,Henry,County,Clonazepam,3214,Count
2021,Henry,County,Diazepam,1734,Count
2021,Henry,County,Lorazepam,2806,Count
2021,Henry,County,All Opioids for Pain,31893,Count
2021,Henry,County,Hydrocodone,15463,Count
2021,Henry,County,Oxycodone,8267,Count
2021,Henry,County,Tramadol,5400,Count
2021,Henry,County,All Benzodiazepines,3256,Patients
2021,Henry,County,Alprazolam,1546,Patients
2021,Henry,County,Clonazepam,470,Patients
2021,Henry,County,Diazepam,534,Patients
2021,Henry,County,Lorazepam,625,Patients
2021,Henry,County,All Opioids for Pain,7259,Patients
2021,Henry,County,Hydrocodone,4287,Patients
2021,Henry,County,Oxycodone,2337,Patients
2021,Henry,County,Tramadol,1499,Patients
2021,Henry,County,All Benzodiazepines,602,Rate
2021,Henry,County,Alprazolam,287,Rate
2021,Henry,County,Clonazepam,100,Rate
2021,Henry,County,Diazepam,54,Rate
2021,Henry,County,Lorazepam,87,Rate
2021,Henry,County,All Opioids for Pain,989,Rate
2021,Henry,County,Hydrocodone,480,Rate
2021,Henry,County,Oxycodone,256,Rate
2021,Henry,County,Tramadol,168,Rate
2021,Hickman,County,All Benzodiazepines,11767,Count
2021,Hickman,County,Alprazolam,5088,Count
2021,Hickman,County,Clonazepam,2396,Count
2021,Hickman,County,Diazepam,1714,Count
2021,Hickman,County,Lorazepam,1936,Count
2021,Hickman,County,All Opioids for Pain,22603,Count
2021,Hickman,County,Hydrocodone,9203,Count
2021,Hickman,County,Oxycodone,8273,Count
2021,Hickman,County,Tramadol,3051,Count
2021,Hickman,County,All Benzodiazepines,2074,Patients
2021,Hickman,County,Alprazolam,806,Patients
2021,Hickman,County,Clonazepam,354,Patients
2021,Hickman,County,Diazepam,506,Patients
2021,Hickman,County,Lorazepam,414,Patients
2021,Hickman,County,All Opioids for Pain,5007,Patients
2021,Hickman,County,Hydrocodone,2826,Patients
2021,Hickman,County,Oxycodone,1849,Patients
2021,Hickman,County,Tramadol,943,Patients
2021,Hickman,County,All Benzodiazepines,465,Rate
2021,Hickman,County,Alprazolam,201,Rate
2021,Hickman,County,Clonazepam,95,Rate
2021,Hickman,County,Diazepam,68,Rate
2021,Hickman,County,Lorazepam,76,Rate
2021,Hickman,County,All Opioids for Pain,893,Rate
2021,Hickman,County,Hydrocodone,364,Rate
2021,Hickman,County,Oxycodone,327,Rate
2021,Hickman,County,Tramadol,121,Rate
2021,Houston,County,All Benzodiazepines,4691,Count
2021,Houston,County,Alprazolam,1702,Count
2021,Houston,County,Clonazepam,940,Count
2021,Houston,County,Diazepam,808,Count
2021,Houston,County,Lorazepam,985,Count
2021,Houston,County,All Opioids for Pain,8348,Count
2021,Houston,County,Hydrocodone,3340,Count
2021,Houston,County,Oxycodone,3108,Count
2021,Houston,County,Tramadol,1108,Count
2021,Houston,County,All Benzodiazepines,827,Patients
2021,Houston,County,Alprazolam,252,Patients
2021,Houston,County,Clonazepam,130,Patients
2021,Houston,County,Diazepam,229,Patients
2021,Houston,County,Lorazepam,215,Patients
2021,Houston,County,All Opioids for Pain,1918,Patients
2021,Houston,County,Hydrocodone,1089,Patients
2021,Houston,County,Oxycodone,652,Patients
2021,Houston,County,Tramadol,395,Patients
2021,Houston,County,All Benzodiazepines,563,Rate
2021,Houston,County,Alprazolam,204,Rate
2021,Houston,County,Clonazepam,113,Rate
2021,Houston,County,Diazepam,97,Rate
2021,Houston,County,Lorazepam,118,Rate
2021,Houston,County,All Opioids for Pain,1002,Rate
2021,Houston,County,Hydrocodone,401,Rate
2021,Houston,County,Oxycodone,373,Rate
2021,Houston,County,Tramadol,133,Rate
2021,Humphreys,County,All Benzodiazepines,10923,Count
2021,Humphreys,County,Alprazolam,5489,Count
2021,Humphreys,County,Clonazepam,1962,Count
2021,Humphreys,County,Diazepam,1243,Count
2021,Humphreys,County,Lorazepam,1689,Count
2021,Humphreys,County,All Opioids for Pain,16916,Count
2021,Humphreys,County,Hydrocodone,7882,Count
2021,Humphreys,County,Oxycodone,5139,Count
2021,Humphreys,County,Tramadol,2239,Count
2021,Humphreys,County,All Benzodiazepines,2047,Patients
2021,Humphreys,County,Alprazolam,1014,Patients
2021,Humphreys,County,Clonazepam,300,Patients
2021,Humphreys,County,Diazepam,392,Patients
2021,Humphreys,County,Lorazepam,385,Patients
2021,Humphreys,County,All Opioids for Pain,4186,Patients
2021,Humphreys,County,Hydrocodone,2462,Patients
2021,Humphreys,County,Oxycodone,1438,Patients
2021,Humphreys,County,Tramadol,769,Patients
2021,Humphreys,County,All Benzodiazepines,568,Rate
2021,Humphreys,County,Alprazolam,286,Rate
2021,Humphreys,County,Clonazepam,102,Rate
2021,Humphreys,County,Diazepam,65,Rate
2021,Humphreys,County,Lorazepam,88,Rate
2021,Humphreys,County,All Opioids for Pain,880,Rate
2021,Humphreys,County,Hydrocodone,410,Rate
2021,Humphreys,County,Oxycodone,267,Rate
2021,Humphreys,County,Tramadol,117,Rate
2021,Jackson,County,All Benzodiazepines,6029,Count
2021,Jackson,County,Alprazolam,2494,Count
2021,Jackson,County,Clonazepam,1412,Count
2021,Jackson,County,Diazepam,947,Count
2021,Jackson,County,Lorazepam,996,Count
2021,Jackson,County,All Opioids for Pain,12318,Count
2021,Jackson,County,Hydrocodone,4595,Count
2021,Jackson,County,Oxycodone,5335,Count
2021,Jackson,County,Tramadol,1366,Count
2021,Jackson,County,All Benzodiazepines,992,Patients
2021,Jackson,County,Alprazolam,348,Patients
2021,Jackson,County,Clonazepam,201,Patients
2021,Jackson,County,Diazepam,245,Patients
2021,Jackson,County,Lorazepam,218,Patients
2021,Jackson,County,All Opioids for Pain,2503,Patients
2021,Jackson,County,Hydrocodone,1327,Patients
2021,Jackson,County,Oxycodone,973,Patients
2021,Jackson,County,Tramadol,446,Patients
2021,Jackson,County,All Benzodiazepines,513,Rate
2021,Jackson,County,Alprazolam,212,Rate
2021,Jackson,County,Clonazepam,120,Rate
2021,Jackson,County,Diazepam,81,Rate
2021,Jackson,County,Lorazepam,85,Rate
2021,Jackson,County,All Opioids for Pain,1049,Rate
2021,Jackson,County,Hydrocodone,391,Rate
2021,Jackson,County,Oxycodone,454,Rate
2021,Jackson,County,Tramadol,116,Rate
2021,Jackson and Madison Metro,Region,All Benzodiazepines,49578,Count
2021,Jackson and Madison Metro,Region,Alprazolam,27644,Count
2021,Jackson and Madison Metro,Region,Clonazepam,8565,Count
2021,Jackson and Madison Metro,Region,Diazepam,3517,Count
2021,Jackson and Madison Metro,Region,Lorazepam,7166,Count
2021,Jackson and Madison Metro,Region,All Opioids for Pain,75683,Count
2021,Jackson and Madison Metro,Region,Hydrocodone,39486,Count
2021,Jackson and Madison Metro,Region,Oxycodone,16034,Count
2021,Jackson and Madison Metro,Region,Tramadol,13179,Count
2021,Jackson and Madison Metro,Region,All Benzodiazepines,9152,Patients
2021,Jackson and Madison Metro,Region,Alprazolam,5153,Patients
2021,Jackson and Madison Metro,Region,Clonazepam,1290,Patients
2021,Jackson and Madison Metro,Region,Diazepam,1269,Patients
2021,Jackson and Madison Metro,Region,Lorazepam,1579,Patients
2021,Jackson and Madison Metro,Region,All Opioids for Pain,20639,Patients
2021,Jackson and Madison Metro,Region,Hydrocodone,12949,Patients
2021,Jackson and Madison Metro,Region,Oxycodone,4718,Patients
2021,Jackson and Madison Metro,Region,Tramadol,5156,Patients
2021,Jackson and Madison Metro,Region,All Benzodiazepines,502,Rate
2021,Jackson and Madison Metro,Region,Alprazolam,280,Rate
2021,Jackson and Madison Metro,Region,Clonazepam,87,Rate
2021,Jackson and Madison Metro,Region,Diazepam,36,Rate
2021,Jackson and Madison Metro,Region,Lorazepam,73,Rate
2021,Jackson and Madison Metro,Region,All Opioids for Pain,766,Rate
2021,Jackson and Madison Metro,Region,Hydrocodone,400,Rate
2021,Jackson and Madison Metro,Region,Oxycodone,162,Rate
2021,Jackson and Madison Metro,Region,Tramadol,133,Rate
2021,Jefferson,County,All Benzodiazepines,28287,Count
2021,Jefferson,County,Alprazolam,10545,Count
2021,Jefferson,County,Clonazepam,6938,Count
2021,Jefferson,County,Diazepam,3543,Count
2021,Jefferson,County,Lorazepam,5597,Count
2021,Jefferson,County,All Opioids for Pain,51481,Count
2021,Jefferson,County,Hydrocodone,22450,Count
2021,Jefferson,County,Oxycodone,14313,Count
2021,Jefferson,County,Tramadol,9141,Count
2021,Jefferson,County,All Benzodiazepines,4908,Patients
2021,Jefferson,County,Alprazolam,1726,Patients
2021,Jefferson,County,Clonazepam,899,Patients
2021,Jefferson,County,Diazepam,1050,Patients
2021,Jefferson,County,Lorazepam,1230,Patients
2021,Jefferson,County,All Opioids for Pain,11828,Patients
2021,Jefferson,County,Hydrocodone,7405,Patients
2021,Jefferson,County,Oxycodone,3342,Patients
2021,Jefferson,County,Tramadol,2551,Patients
2021,Jefferson,County,All Benzodiazepines,509,Rate
2021,Jefferson,County,Alprazolam,190,Rate
2021,Jefferson,County,Clonazepam,125,Rate
2021,Jefferson,County,Diazepam,64,Rate
2021,Jefferson,County,Lorazepam,101,Rate
2021,Jefferson,County,All Opioids for Pain,926,Rate
2021,Jefferson,County,Hydrocodone,404,Rate
2021,Jefferson,County,Oxycodone,257,Rate
2021,Jefferson,County,Tramadol,164,Rate
2021,Johnson,County,All Benzodiazepines,9107,Count
2021,Johnson,County,Alprazolam,3260,Count
2021,Johnson,County,Clonazepam,3221,Count
2021,Johnson,County,Diazepam,1004,Count
2021,Johnson,County,Lorazepam,1222,Count
2021,Johnson,County,All Opioids for Pain,12862,Count
2021,Johnson,County,Hydrocodone,5006,Count
2021,Johnson,County,Oxycodone,3956,Count
2021,Johnson,County,Tramadol,2326,Count
2021,Johnson,County,All Benzodiazepines,1350,Patients
2021,Johnson,County,Alprazolam,489,Patients
2021,Johnson,County,Clonazepam,351,Patients
2021,Johnson,County,Diazepam,227,Patients
2021,Johnson,County,Lorazepam,290,Patients
2021,Johnson,County,All Opioids for Pain,2979,Patients
2021,Johnson,County,Hydrocodone,1623,Patients
2021,Johnson,County,Oxycodone,1052,Patients
2021,Johnson,County,Tramadol,626,Patients
2021,Johnson,County,All Benzodiazepines,501,Rate
2021,Johnson,County,Alprazolam,179,Rate
2021,Johnson,County,Clonazepam,177,Rate
2021,Johnson,County,Diazepam,55,Rate
2021,Johnson,County,Lorazepam,67,Rate
2021,Johnson,County,All Opioids for Pain,708,Rate
2021,Johnson,County,Hydrocodone,276,Rate
2021,Johnson,County,Oxycodone,218,Rate
2021,Johnson,County,Tramadol,128,Rate
2021,Knox,County,All Benzodiazepines,193925,Count
2021,Knox,County,Alprazolam,84561,Count
2021,Knox,County,Clonazepam,40631,Count
2021,Knox,County,Diazepam,21048,Count
2021,Knox,County,Lorazepam,32589,Count
2021,Knox,County,All Opioids for Pain,286639,Count
2021,Knox,County,Hydrocodone,117295,Count
2021,Knox,County,Oxycodone,86861,Count
2021,Knox,County,Tramadol,49362,Count
2021,Knox,County,All Benzodiazepines,37272,Patients
2021,Knox,County,Alprazolam,15427,Patients
2021,Knox,County,Clonazepam,6245,Patients
2021,Knox,County,Diazepam,6889,Patients
2021,Knox,County,Lorazepam,8510,Patients
2021,Knox,County,All Opioids for Pain,81823,Patients
2021,Knox,County,Hydrocodone,49972,Patients
2021,Knox,County,Oxycodone,24181,Patients
2021,Knox,County,Tramadol,16177,Patients
2021,Knox,County,All Benzodiazepines,398,Rate
2021,Knox,County,Alprazolam,174,Rate
2021,Knox,County,Clonazepam,83,Rate
2021,Knox,County,Diazepam,43,Rate
2021,Knox,County,Lorazepam,67,Rate
2021,Knox,County,All Opioids for Pain,589,Rate
2021,Knox,County,Hydrocodone,241,Rate
2021,Knox,County,Oxycodone,178,Rate
2021,Knox,County,Tramadol,101,Rate
2021,Knoxville and Knox Metro,Region,All Benzodiazepines,193925,Count
2021,Knoxville and Knox Metro,Region,Alprazolam,84561,Count
2021,Knoxville and Knox Metro,Region,Clonazepam,40631,Count
2021,Knoxville and Knox Metro,Region,Diazepam,21048,Count
2021,Knoxville and Knox Metro,Region,Lorazepam,32589,Count
2021,Knoxville and Knox Metro,Region,All Opioids for Pain,286639,Count
2021,Knoxville and Knox Metro,Region,Hydrocodone,117295,Count
2021,Knoxville and Knox Metro,Region,Oxycodone,86861,Count
2021,Knoxville and Knox Metro,Region,Tramadol,49362,Count
2021,Knoxville and Knox Metro,Region,All Benzodiazepines,37272,Patients
2021,Knoxville and Knox Metro,Region,Alprazolam,15427,Patients
2021,Knoxville and Knox Metro,Region,Clonazepam,6245,Patients
2021,Knoxville and Knox Metro,Region,Diazepam,6889,Patients
2021,Knoxville and Knox Metro,Region,Lorazepam,8510,Patients
2021,Knoxville and Knox Metro,Region,All Opioids for Pain,81823,Patients
2021,Knoxville and Knox Metro,Region,Hydrocodone,49972,Patients
2021,Knoxville and Knox Metro,Region,Oxycodone,24181,Patients
2021,Knoxville and Knox Metro,Region,Tramadol,16177,Patients
2021,Knoxville and Knox Metro,Region,All Benzodiazepines,398,Rate
2021,Knoxville and Knox Metro,Region,Alprazolam,174,Rate
2021,Knoxville and Knox Metro,Region,Clonazepam,83,Rate
2021,Knoxville and Knox Metro,Region,Diazepam,43,Rate
2021,Knoxville and Knox Metro,Region,Lorazepam,67,Rate
2021,Knoxville and Knox Metro,Region,All Opioids for Pain,589,Rate
2021,Knoxville and Knox Metro,Region,Hydrocodone,241,Rate
2021,Knoxville and Knox Metro,Region,Oxycodone,178,Rate
2021,Knoxville and Knox Metro,Region,Tramadol,101,Rate
2021,Lake,County,All Benzodiazepines,3176,Count
2021,Lake,County,Alprazolam,1343,Count
2021,Lake,County,Clonazepam,770,Count
2021,Lake,County,Diazepam,392,Count
2021,Lake,County,Lorazepam,537,Count
2021,Lake,County,All Opioids for Pain,6382,Count
2021,Lake,County,Hydrocodone,3839,Count
2021,Lake,County,Oxycodone,1377,Count
2021,Lake,County,Tramadol,591,Count
2021,Lake,County,All Benzodiazepines,499,Patients
2021,Lake,County,Alprazolam,220,Patients
2021,Lake,County,Clonazepam,122,Patients
2021,Lake,County,Diazepam,75,Patients
2021,Lake,County,Lorazepam,104,Patients
2021,Lake,County,All Opioids for Pain,1300,Patients
2021,Lake,County,Hydrocodone,927,Patients
2021,Lake,County,Oxycodone,311,Patients
2021,Lake,County,Tramadol,234,Patients
2021,Lake,County,All Benzodiazepines,446,Rate
2021,Lake,County,Alprazolam,189,Rate
2021,Lake,County,Clonazepam,108,Rate
2021,Lake,County,Diazepam,55,Rate
2021,Lake,County,Lorazepam,75,Rate
2021,Lake,County,All Opioids for Pain,896,Rate
2021,Lake,County,Hydrocodone,539,Rate
2021,Lake,County,Oxycodone,193,Rate
2021,Lake,County,Tramadol,83,Rate
2021,Lauderdale,County,All Benzodiazepines,12314,Count
2021,Lauderdale,County,Alprazolam,6826,Count
2021,Lauderdale,County,Clonazepam,2268,Count
2021,Lauderdale,County,Diazepam,864,Count
2021,Lauderdale,County,Lorazepam,1749,Count
2021,Lauderdale,County,All Opioids for Pain,22089,Count
2021,Lauderdale,County,Hydrocodone,12660,Count
2021,Lauderdale,County,Oxycodone,5084,Count
2021,Lauderdale,County,Tramadol,2829,Count
2021,Lauderdale,County,All Benzodiazepines,2175,Patients
2021,Lauderdale,County,Alprazolam,1165,Patients
2021,Lauderdale,County,Clonazepam,381,Patients
2021,Lauderdale,County,Diazepam,299,Patients
2021,Lauderdale,County,Lorazepam,367,Patients
2021,Lauderdale,County,All Opioids for Pain,5326,Patients
2021,Lauderdale,County,Hydrocodone,3674,Patients
2021,Lauderdale,County,Oxycodone,1265,Patients
2021,Lauderdale,County,Tramadol,1025,Patients
2021,Lauderdale,County,All Benzodiazepines,490,Rate
2021,Lauderdale,County,Alprazolam,272,Rate
2021,Lauderdale,County,Clonazepam,90,Rate
2021,Lauderdale,County,Diazepam,34,Rate
2021,Lauderdale,County,Lorazepam,70,Rate
2021,Lauderdale,County,All Opioids for Pain,880,Rate
2021,Lauderdale,County,Hydrocodone,504,Rate
2021,Lauderdale,County,Oxycodone,203,Rate
2021,Lauderdale,County,Tramadol,113,Rate
2021,Lawrence,County,All Benzodiazepines,19538,Count
2021,Lawrence,County,Alprazolam,9054,Count
2021,Lawrence,County,Clonazepam,4303,Count
2021,Lawrence,County,Diazepam,2417,Count
2021,Lawrence,County,Lorazepam,2795,Count
2021,Lawrence,County,All Opioids for Pain,41251,Count
2021,Lawrence,County,Hydrocodone,19329,Count
2021,Lawrence,County,Oxycodone,12365,Count
2021,Lawrence,County,Tramadol,5837,Count
2021,Lawrence,County,All Benzodiazepines,3398,Patients
2021,Lawrence,County,Alprazolam,1454,Patients
2021,Lawrence,County,Clonazepam,630,Patients
2021,Lawrence,County,Diazepam,673,Patients
2021,Lawrence,County,Lorazepam,723,Patients
2021,Lawrence,County,All Opioids for Pain,8691,Patients
2021,Lawrence,County,Hydrocodone,4901,Patients
2021,Lawrence,County,Oxycodone,2958,Patients
2021,Lawrence,County,Tramadol,1994,Patients
2021,Lawrence,County,All Benzodiazepines,436,Rate
2021,Lawrence,County,Alprazolam,202,Rate
2021,Lawrence,County,Clonazepam,96,Rate
2021,Lawrence,County,Diazepam,54,Rate
2021,Lawrence,County,Lorazepam,62,Rate
2021,Lawrence,County,All Opioids for Pain,920,Rate
2021,Lawrence,County,Hydrocodone,431,Rate
2021,Lawrence,County,Oxycodone,276,Rate
2021,Lawrence,County,Tramadol,130,Rate
2021,Lewis,County,All Benzodiazepines,7725,Count
2021,Lewis,County,Alprazolam,3773,Count
2021,Lewis,County,Clonazepam,1518,Count
2021,Lewis,County,Diazepam,831,Count
2021,Lewis,County,Lorazepam,1234,Count
2021,Lewis,County,All Opioids for Pain,13762,Count
2021,Lewis,County,Hydrocodone,6208,Count
2021,Lewis,County,Oxycodone,4445,Count
2021,Lewis,County,Tramadol,1879,Count
2021,Lewis,County,All Benzodiazepines,1254,Patients
2021,Lewis,County,Alprazolam,587,Patients
2021,Lewis,County,Clonazepam,224,Patients
2021,Lewis,County,Diazepam,231,Patients
2021,Lewis,County,Lorazepam,256,Patients
2021,Lewis,County,All Opioids for Pain,2994,Patients
2021,Lewis,County,Hydrocodone,1735,Patients
2021,Lewis,County,Oxycodone,1012,Patients
2021,Lewis,County,Tramadol,675,Patients
2021,Lewis,County,All Benzodiazepines,601,Rate
2021,Lewis,County,Alprazolam,293,Rate
2021,Lewis,County,Clonazepam,118,Rate
2021,Lewis,County,Diazepam,65,Rate
2021,Lewis,County,Lorazepam,96,Rate
2021,Lewis,County,All Opioids for Pain,1070,Rate
2021,Lewis,County,Hydrocodone,483,Rate
2021,Lewis,County,Oxycodone,346,Rate
2021,Lewis,County,Tramadol,146,Rate
2021,Lincoln,County,All Benzodiazepines,15186,Count
2021,Lincoln,County,Alprazolam,5663,Count
2021,Lincoln,County,Clonazepam,3807,Count
2021,Lincoln,County,Diazepam,1516,Count
2021,Lincoln,County,Lorazepam,3322,Count
2021,Lincoln,County,All Opioids for Pain,26543,Count
2021,Lincoln,County,Hydrocodone,13058,Count
2021,Lincoln,County,Oxycodone,7732,Count
2021,Lincoln,County,Tramadol,3772,Count
2021,Lincoln,County,All Benzodiazepines,2674,Patients
2021,Lincoln,County,Alprazolam,953,Patients
2021,Lincoln,County,Clonazepam,583,Patients
2021,Lincoln,County,Diazepam,456,Patients
2021,Lincoln,County,Lorazepam,774,Patients
2021,Lincoln,County,All Opioids for Pain,6593,Patients
2021,Lincoln,County,Hydrocodone,4340,Patients
2021,Lincoln,County,Oxycodone,1777,Patients
2021,Lincoln,County,Tramadol,1246,Patients
2021,Lincoln,County,All Benzodiazepines,429,Rate
2021,Lincoln,County,Alprazolam,160,Rate
2021,Lincoln,County,Clonazepam,107,Rate
2021,Lincoln,County,Diazepam,43,Rate
2021,Lincoln,County,Lorazepam,94,Rate
2021,Lincoln,County,All Opioids for Pain,749,Rate
2021,Lincoln,County,Hydrocodone,369,Rate
2021,Lincoln,County,Oxycodone,218,Rate
2021,Lincoln,County,Tramadol,106,Rate
2021,Loudon,County,All Benzodiazepines,28171,Count
2021,Loudon,County,Alprazolam,10655,Count
2021,Loudon,County,Clonazepam,8325,Count
2021,Loudon,County,Diazepam,3011,Count
2021,Loudon,County,Lorazepam,4072,Count
2021,Loudon,County,All Opioids for Pain,39256,Count
2021,Loudon,County,Hydrocodone,16487,Count
2021,Loudon,County,Oxycodone,11223,Count
2021,Loudon,County,Tramadol,7115,Count
2021,Loudon,County,All Benzodiazepines,5082,Patients
2021,Loudon,County,Alprazolam,1911,Patients
2021,Loudon,County,Clonazepam,1092,Patients
2021,Loudon,County,Diazepam,915,Patients
2021,Loudon,County,Lorazepam,1110,Patients
2021,Loudon,County,All Opioids for Pain,11590,Patients
2021,Loudon,County,Hydrocodone,7196,Patients
2021,Loudon,County,Oxycodone,3257,Patients
2021,Loudon,County,Tramadol,2522,Patients
2021,Loudon,County,All Benzodiazepines,497,Rate
2021,Loudon,County,Alprazolam,188,Rate
2021,Loudon,County,Clonazepam,147,Rate
2021,Loudon,County,Diazepam,53,Rate
2021,Loudon,County,Lorazepam,72,Rate
2021,Loudon,County,All Opioids for Pain,692,Rate
2021,Loudon,County,Hydrocodone,291,Rate
2021,Loudon,County,Oxycodone,198,Rate
2021,Loudon,County,Tramadol,125,Rate
2021,Macon,County,All Benzodiazepines,11538,Count
2021,Macon,County,Alprazolam,4587,Count
2021,Macon,County,Clonazepam,2659,Count
2021,Macon,County,Diazepam,1621,Count
2021,Macon,County,Lorazepam,1876,Count
2021,Macon,County,All Opioids for Pain,23892,Count
2021,Macon,County,Hydrocodone,11063,Count
2021,Macon,County,Oxycodone,8143,Count
2021,Macon,County,Tramadol,2499,Count
2021,Macon,County,All Benzodiazepines,2061,Patients
2021,Macon,County,Alprazolam,751,Patients
2021,Macon,County,Clonazepam,432,Patients
2021,Macon,County,Diazepam,489,Patients
2021,Macon,County,Lorazepam,407,Patients
2021,Macon,County,All Opioids for Pain,5174,Patients
2021,Macon,County,Hydrocodone,3072,Patients
2021,Macon,County,Oxycodone,1758,Patients
2021,Macon,County,Tramadol,905,Patients
2021,Macon,County,All Benzodiazepines,449,Rate
2021,Macon,County,Alprazolam,178,Rate
2021,Macon,County,Clonazepam,103,Rate
2021,Macon,County,Diazepam,63,Rate
2021,Macon,County,Lorazepam,73,Rate
2021,Macon,County,All Opioids for Pain,930,Rate
2021,Macon,County,Hydrocodone,431,Rate
2021,Macon,County,Oxycodone,317,Rate
2021,Macon,County,Tramadol,97,Rate
2021,Madison,County,All Benzodiazepines,49578,Count
2021,Madison,County,Alprazolam,27644,Count
2021,Madison,County,Clonazepam,8565,Count
2021,Madison,County,Diazepam,3517,Count
2021,Madison,County,Lorazepam,7166,Count
2021,Madison,County,All Opioids for Pain,75683,Count
2021,Madison,County,Hydrocodone,39486,Count
2021,Madison,County,Oxycodone,16034,Count
2021,Madison,County,Tramadol,13179,Count
2021,Madison,County,All Benzodiazepines,9152,Patients
2021,Madison,County,Alprazolam,5153,Patients
2021,Madison,County,Clonazepam,1290,Patients
2021,Madison,County,Diazepam,1269,Patients
2021,Madison,County,Lorazepam,1579,Patients
2021,Madison,County,All Opioids for Pain,20639,Patients
2021,Madison,County,Hydrocodone,12949,Patients
2021,Madison,County,Oxycodone,4718,Patients
2021,Madison,County,Tramadol,5156,Patients
2021,Madison,County,All Benzodiazepines,502,Rate
2021,Madison,County,Alprazolam,280,Rate
2021,Madison,County,Clonazepam,87,Rate
2021,Madison,County,Diazepam,36,Rate
2021,Madison,County,Lorazepam,73,Rate
2021,Madison,County,All Opioids for Pain,766,Rate
2021,Madison,County,Hydrocodone,400,Rate
2021,Madison,County,Oxycodone,162,Rate
2021,Madison,County,Tramadol,133,Rate
2021,Marion,County,All Benzodiazepines,14428,Count
2021,Marion,County,Alprazolam,5403,Count
2021,Marion,County,Clonazepam,3227,Count
2021,Marion,County,Diazepam,1810,Count
2021,Marion,County,Lorazepam,2502,Count
2021,Marion,County,All Opioids for Pain,32936,Count
2021,Marion,County,Hydrocodone,14593,Count
2021,Marion,County,Oxycodone,10362,Count
2021,Marion,County,Tramadol,4590,Count
2021,Marion,County,All Benzodiazepines,2593,Patients
2021,Marion,County,Alprazolam,821,Patients
2021,Marion,County,Clonazepam,506,Patients
2021,Marion,County,Diazepam,548,Patients
2021,Marion,County,Lorazepam,692,Patients
2021,Marion,County,All Opioids for Pain,7083,Patients
2021,Marion,County,Hydrocodone,4081,Patients
2021,Marion,County,Oxycodone,2523,Patients
2021,Marion,County,Tramadol,1462,Patients
2021,Marion,County,All Benzodiazepines,500,Rate
2021,Marion,County,Alprazolam,187,Rate
2021,Marion,County,Clonazepam,112,Rate
2021,Marion,County,Diazepam,63,Rate
2021,Marion,County,Lorazepam,87,Rate
2021,Marion,County,All Opioids for Pain,1141,Rate
2021,Marion,County,Hydrocodone,505,Rate
2021,Marion,County,Oxycodone,359,Rate
2021,Marion,County,Tramadol,159,Rate
2021,Marshall,County,All Benzodiazepines,14716,Count
2021,Marshall,County,Alprazolam,6447,Count
2021,Marshall,County,Clonazepam,3210,Count
2021,Marshall,County,Diazepam,1894,Count
2021,Marshall,County,Lorazepam,2337,Count
2021,Marshall,County,All Opioids for Pain,29554,Count
2021,Marshall,County,Hydrocodone,12077,Count
2021,Marshall,County,Oxycodone,10749,Count
2021,Marshall,County,Tramadol,4163,Count
2021,Marshall,County,All Benzodiazepines,2711,Patients
2021,Marshall,County,Alprazolam,1079,Patients
2021,Marshall,County,Clonazepam,501,Patients
2021,Marshall,County,Diazepam,603,Patients
2021,Marshall,County,Lorazepam,571,Patients
2021,Marshall,County,All Opioids for Pain,6983,Patients
2021,Marshall,County,Hydrocodone,3844,Patients
2021,Marshall,County,Oxycodone,2533,Patients
2021,Marshall,County,Tramadol,1522,Patients
2021,Marshall,County,All Benzodiazepines,421,Rate
2021,Marshall,County,Alprazolam,184,Rate
2021,Marshall,County,Clonazepam,92,Rate
